,Unnamed: 0,FIPS CODE,Population Density ,county_x,state_x,cases_x,deaths_x,month_x,year_x,country_region_code,country_region,sub_region_1,sub_region_2,retail_and_recreation_percent_change_from_baseline,grocery_and_pharmacy_percent_change_from_baseline,parks_percent_change_from_baseline,transit_stations_percent_change_from_baseline,workplaces_percent_change_from_baseline,residential_percent_change_from_baseline,month_y,MMWR_week,Recip_County,Recip_State,Series_Complete_Pop_Pct,Series_Complete_Yes,Series_Complete_12Plus,Series_Complete_12PlusPop_Pct,Series_Complete_18Plus,Series_Complete_18PlusPop_Pct,Series_Complete_65Plus,Series_Complete_65PlusPop_Pct,Completeness_pct,Administered_Dose1_Recip,Administered_Dose1_Pop_Pct,Administered_Dose1_Recip_12Plus,Administered_Dose1_Recip_12PlusPop_Pct,Administered_Dose1_Recip_18Plus,Administered_Dose1_Recip_18PlusPop_Pct,Administered_Dose1_Recip_65Plus,Administered_Dose1_Recip_65PlusPop_Pct,SVI_CTGY,Series_Complete_Pop_Pct_SVI,Series_Complete_12PlusPop_Pct_SVI,Series_Complete_18PlusPop_Pct_SVI,Series_Complete_65PlusPop_Pct_SVI,Metro_status,Series_Complete_Pop_Pct_UR_Equity,Series_Complete_12PlusPop_Pct_UR_Equity,Series_Complete_18PlusPop_Pct_UR_Equity,Series_Complete_65PlusPop_Pct_UR_Equity,month_x,year_y,date,county_y,state_y,cases_y,deaths_y,month_y,year
1578,1578,29189,1975.8999609999998,St. Louis,Missouri,77414.19354838709,1545.1935483870968,1.0,2021.0,US,United States,Missouri,St. Louis County,-29.58064516129032,-16.0,-15.096774193548393,-45.61290322580646,-31.741935483870968,12.70967741935484,1.0,5.0,St. Louis County,MO,1.0032258059999999,9960.516129000001,9960.129031999999,1.170967742,9958.806451999999,1.2903225809999999,1142.387097,0.6258064515999999,81.70645161,31057.645160000004,3.116129032,31054.29032,3.651612903,31043.93548,3.9935483869999997,8010.903226,4.34516129,B,5.0,5.0,5.0,5.0,Metro,1.0,1.0,1.0,1.0,1.0,2021.0,1,St. Louis,Missouri,468.0,10.0,1,2021
1579,1579,29195,30.78474767,Saline,Missouri,2208.935483870968,26.77419354838709,1.0,2021.0,US,United States,Missouri,Saline County,-10.0,-9.810843653450467,-15.363616729087653,-21.67087799671004,-14.032258064516132,6.5,1.0,5.0,Saline County,MO,0.36774193549999995,83.61290323,83.61290323,0.4290322581,83.29032258,0.4677419355,19.19354839,0.4483870968,36.17741935,433.74193550000007,1.9064516130000002,433.74193550000007,2.232258065,431.8064516,2.438709677,178.7419355,4.2,D,13.0,13.0,13.0,13.0,Non-metro,5.0,5.0,5.0,5.0,1.0,2021.0,1,Saline,Missouri,10.0,0.0,1,2021
1580,1580,29197,14.43526422,Schuyler,Missouri,236.1290322580645,1.0,1.0,2021.0,US,United States,Missouri,Schuyler County,-18.814247704934786,-9.810843653450467,-15.363616729087653,-21.67087799671004,-32.0,9.373992102877745,1.0,5.0,Schuyler County,MO,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,B,6.858280922431866,6.8682532936676575,6.858280922431866,6.858966139381133,Non-metro,3.3389261744966436,3.3316326530612246,3.3389261744966436,3.3418631270689074,1.0,2021.0,1,Schuyler,Missouri,2.0,0.0,1,2021
1581,1581,29199,11.11592022,Scotland,Missouri,234.19354838709685,3.0,1.0,2021.0,,,,,-18.814247704934786,-9.810843653450467,-15.363616729087653,-21.67087799671004,-21.89789534018986,9.373992102877745,1.0,5.0,Scotland County,MO,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,C,6.858280922431866,6.8682532936676575,6.858280922431866,6.858966139381133,Non-metro,3.3389261744966436,3.3316326530612246,3.3389261744966436,3.3418631270689074,1.0,2021.0,1,Scotland,Missouri,0.0,0.0,1,2021
1582,1582,29201,92.87840187,Scott,Missouri,3542.8064516129034,66.93548387096774,1.0,2021.0,US,United States,Missouri,Scott County,-1.6,6.8461538461538485,-15.363616729087653,-3.0,-15.580645161290322,5.476190476190476,1.0,5.0,Scott County,MO,0.7806451613,297.3225806000001,297.3225806000001,0.9225806451999999,297.3225806000001,1.016129032,39.54838710000001,0.5612903226,54.31290323,1416.645161,3.7032258060000003,1416.645161,4.396774194,1416.16129,4.864516129,656.2258065000002,9.238709677000001,D,13.0,13.0,13.0,13.0,Non-metro,5.0,5.0,5.0,5.0,1.0,2021.0,1,Scott,Missouri,11.0,0.0,1,2021
1583,1583,29203,8.226574485,Shannon,Missouri,440.1612903225807,9.35483870967742,1.0,2021.0,US,United States,Missouri,Shannon County,-18.814247704934786,-9.810843653450467,-15.363616729087653,-21.67087799671004,-19.41176470588235,9.373992102877745,1.0,5.0,Shannon County,MO,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,C,6.858280922431866,6.8682532936676575,6.858280922431866,6.858966139381133,Non-metro,3.3389261744966436,3.3316326530612246,3.3389261744966436,3.3418631270689074,1.0,2021.0,1,Shannon,Missouri,2.0,0.0,1,2021
1584,1584,29205,12.23485817,Shelby,Missouri,325.22580645161287,4.387096774193549,1.0,2021.0,US,United States,Missouri,Shelby County,-18.814247704934786,-9.810843653450467,-15.363616729087653,-21.67087799671004,-17.5,9.373992102877745,1.0,5.0,Shelby County,MO,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,B,6.858280922431866,6.8682532936676575,6.858280922431866,6.858966139381133,Non-metro,3.3389261744966436,3.3316326530612246,3.3389261744966436,3.3418631270689074,1.0,2021.0,1,Shelby,Missouri,2.0,0.0,1,2021
1585,1585,29207,36.27454077,Stoddard,Missouri,2135.5806451612907,34.38709677419355,1.0,2021.0,US,United States,Missouri,Stoddard County,-2.833333333333333,-5.5,-15.363616729087653,-21.67087799671004,-13.612903225806447,4.095238095238095,1.0,5.0,Stoddard County,MO,0.24838709679999998,71.93548387,71.93548387,0.2838709677,71.93548387,0.3161290323,17.74193548,0.3064516129,27.13225806,429.3548387,1.480645161,429.3548387,1.719354839,429.3548387,1.887096774,239.4193548,4.061290323,B,5.0,5.0,5.0,5.0,Non-metro,5.0,5.0,5.0,5.0,1.0,2021.0,1,Stoddard,Missouri,7.0,0.0,1,2021
1586,1586,29209,66.68275748,Stone,Missouri,1804.7096774193549,28.0,1.0,2021.0,US,United States,Missouri,Stone County,-8.625,-9.810843653450467,-15.363616729087653,-21.67087799671004,-15.967741935483868,6.238095238095237,1.0,5.0,Stone County,MO,0.10645161289999999,33.38709677,33.38709677,0.1161290323,33.38709677,0.1258064516,4.935483871000001,0.04838709677,18.07419355,155.9677419,0.4903225806,155.9677419,0.5419354839,155.9677419,0.5838709677,65.93548387,0.6516129032,B,5.0,5.0,5.0,5.0,Non-metro,5.0,5.0,5.0,5.0,1.0,2021.0,1,Stone,Missouri,10.0,0.0,1,2021
1587,1587,29211,9.804299817,Sullivan,Missouri,710.1612903225806,11.387096774193544,1.0,2021.0,US,United States,Missouri,Sullivan County,-18.814247704934786,-9.810843653450467,-15.363616729087653,-21.67087799671004,-15.05882352941176,9.373992102877745,1.0,5.0,Sullivan County,MO,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,C,6.858280922431866,6.8682532936676575,6.858280922431866,6.858966139381133,Non-metro,3.3389261744966436,3.3316326530612246,3.3389261744966436,3.3418631270689074,1.0,2021.0,1,Sullivan,Missouri,3.0,0.0,1,2021
1588,1588,29213,86.32019683,Taney,Missouri,4151.387096774193,61.193548387096776,1.0,2021.0,US,United States,Missouri,Taney County,3.70967741935484,10.548387096774187,-50.38709677419354,-21.67087799671004,-17.2258064516129,5.129032258064517,1.0,5.0,Taney County,MO,0.235483871,134.2258065,134.2258065,0.2741935484,134.2258065,0.3032258065,14.90322581,0.1161290323,33.15806452,554.0322581,1.0,554.0322581,1.14516129,553.6774194,1.251612903,205.0967742,1.658064516,D,13.0,13.0,13.0,13.0,Non-metro,5.0,5.0,5.0,5.0,1.0,2021.0,1,Taney,Missouri,20.0,1.0,1,2021
1589,1589,29215,21.82174632,Texas,Missouri,1448.774193548387,19.645161290322573,1.0,2021.0,US,United States,Missouri,Texas County,-18.814247704934786,-9.810843653450467,-15.363616729087653,-21.67087799671004,-11.774193548387101,5.5625,1.0,5.0,Texas County,MO,0.03870967742,10.03225806,10.03225806,0.04516129032,10.03225806,0.04838709677,1.677419355,0.03225806452,9.029032257999999,48.83870968,0.19032258059999999,48.83870968,0.2193548387,48.83870968,0.2451612903,21.67741935,0.3935483871,D,13.0,13.0,13.0,13.0,Non-metro,5.0,5.0,5.0,5.0,1.0,2021.0,1,Texas,Missouri,5.0,0.0,1,2021
1590,1590,29217,25.20093224,Vernon,Missouri,1248.032258064516,27.64516129032258,1.0,2021.0,US,United States,Missouri,Vernon County,-8.6875,-9.810843653450467,-15.363616729087653,-21.033333333333328,-13.225806451612899,6.0,1.0,5.0,Vernon County,MO,0.1129032258,23.67741935,23.67741935,0.135483871,23.67741935,0.1516129032,4.483870968,0.1129032258,12.03870968,94.29032258,0.46129032259999997,94.29032258,0.5419354839,94.29032258,0.6,37.03225806,0.9129032257999999,B,5.0,5.0,5.0,5.0,Non-metro,5.0,5.0,5.0,5.0,1.0,2021.0,1,Vernon,Missouri,8.0,0.0,1,2021
1591,1591,29219,78.19160478,Warren,Missouri,2277.935483870968,19.61290322580645,1.0,2021.0,US,United States,Missouri,Warren County,-18.354838709677427,9.0,-15.363616729087653,-13.419354838709678,-16.03225806451613,9.666666666666666,1.0,5.0,Warren County,MO,0.4548387097,164.516129,164.516129,0.5483870968,164.516129,0.6096774194,18.16129032,0.2838709677,60.39032258,492.06451610000005,1.383870968,492.06451610000005,1.629032258,491.8064516,1.803225806,143.5483871,2.264516129,B,5.0,5.0,5.0,5.0,Metro,1.0,1.0,1.0,1.0,1.0,2021.0,1,Warren,Missouri,15.0,0.0,1,2021
1592,1592,29221,32.61952355,Washington,Missouri,1957.548387096774,40.74193548387097,1.0,2021.0,US,United States,Missouri,Washington County,-18.814247704934786,-9.810843653450467,-15.363616729087653,-21.67087799671004,-7.193548387096772,6.235294117647059,1.0,5.0,Washington County,MO,0.02258064516,5.677419355,5.677419355,0.02580645161,5.677419355,0.029032258060000007,0.3225806452,0.006451612903,3.009677419,39.70967742,0.1612903226,39.70967742,0.1870967742,39.70967742,0.2064516129,19.87096774,0.464516129,D,13.0,13.0,13.0,13.0,Non-metro,5.0,5.0,5.0,5.0,1.0,2021.0,1,Washington,Missouri,9.0,0.0,1,2021
1593,1593,29223,17.65730213,Wayne,Missouri,739.2258064516127,8.258064516129032,1.0,2021.0,US,United States,Missouri,Wayne County,-18.814247704934786,-9.810843653450467,-15.363616729087653,-21.67087799671004,-18.66666666666667,9.373992102877745,1.0,5.0,Wayne County,MO,0.06451612903,8.225806452,8.225806452,0.07419354839,8.225806452,0.08064516129,1.258064516,0.03870967742,9.029032257999999,60.61290323,0.47096774189999996,60.61290323,0.5451612903,60.61290323,0.5903225806,32.06451613,1.025806452,D,13.0,13.0,13.0,13.0,Non-metro,5.0,5.0,5.0,5.0,1.0,2021.0,1,Wayne,Missouri,4.0,0.0,1,2021
1594,1594,29225,63.25582808,Webster,Missouri,2735.612903225807,43.967741935483865,1.0,2021.0,US,United States,Missouri,Webster County,15.965517241379313,-7.64,-15.363616729087653,-21.67087799671004,-11.48387096774194,6.904761904761906,1.0,5.0,Webster County,MO,0.36774193549999995,145.38709680000005,145.38709680000005,0.4451612903,145.38709680000005,0.5032258065,7.419354838999999,0.1129032258,36.17741935,628.2903226,1.583870968,628.2903226,1.932258065,628.2903226,2.1709677419999998,205.9677419,3.306451613,C,9.0,9.0,9.0,9.0,Metro,1.0,1.0,1.0,1.0,1.0,2021.0,1,Webster,Missouri,16.0,0.0,1,2021
1595,1595,29227,7.715302705,Worth,Missouri,129.83870967741936,1.0,1.0,2021.0,,,,,-18.814247704934786,-9.810843653450467,-15.363616729087653,-21.67087799671004,-21.89789534018986,9.373992102877745,1.0,5.0,Worth County,MO,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,A,6.858280922431866,6.8682532936676575,6.858280922431866,6.858966139381133,Non-metro,3.3389261744966436,3.3316326530612246,3.3389261744966436,3.3418631270689074,1.0,2021.0,1,Worth,Missouri,0.0,0.0,1,2021
1596,1596,29229,26.79492088,Wright,Missouri,1234.225806451613,24.0,1.0,2021.0,US,United States,Missouri,Wright County,-3.0,-9.810843653450467,-15.363616729087653,-21.67087799671004,-11.096774193548393,9.373992102877745,1.0,5.0,Wright County,MO,0.06451612903,11.48387097,11.48387097,0.07741935484,11.48387097,0.08387096774,2.580645161,0.07096774194,9.029032257999999,48.87096774,0.264516129,48.87096774,0.3225806452,48.87096774,0.3580645161,23.22580645,0.6451612903,D,13.0,13.0,13.0,13.0,Non-metro,5.0,5.0,5.0,5.0,1.0,2021.0,1,Wright,Missouri,8.0,0.0,1,2021
1597,1597,29510,5099.177826,St. Louis city,Missouri,18867.129032258064,328.51612903225805,1.0,2021.0,US,United States,Missouri,St. Louis,-34.74193548387097,-17.41935483870968,-30.193548387096786,-35.58064516129032,-30.677419354838708,11.419354838709678,1.0,5.0,St. Louis city,MO,1.083870968,3245.387097,3245.387097,1.251612903,3244.741935,1.3354838709999999,222.64516129999998,0.5129032258,78.63225806,9605.290323000001,3.2032258060000003,9605.290323000001,3.6870967739999996,9601.903226,3.932258065,1367.967742,3.183870968,D,13.0,13.0,13.0,13.0,Metro,1.0,1.0,1.0,1.0,1.0,2021.0,1,St. Louis city,Missouri,108.0,2.0,1,2021
1598,1598,30001,1.67820841,Beaverhead,Montana,821.1612903225806,8.0,1.0,2021.0,US,United States,Montana,Beaverhead County,-18.814247704934786,-9.810843653450467,-15.363616729087653,-21.67087799671004,-15.809523809523812,9.373992102877745,1.0,5.0,Beaverhead County,MT,0.36451612899999997,34.45161289999999,34.45161289999999,0.4064516129,34.45161289999999,0.4451612903,5.838709677000001,0.2741935484,28.448387100000005,176.516129,1.867741935,176.516129,2.1032258059999998,176.516129,2.2612903230000003,74.29032258,3.525806452,B,5.0,5.0,5.0,5.0,Non-metro,5.0,5.0,5.0,5.0,1.0,2021.0,1,Beaverhead,Montana,3.0,0.0,1,2021
1599,1599,30003,2.6508058709999998,Big Horn,Montana,2185.612903225807,66.83870967741936,1.0,2021.0,US,United States,Montana,Big Horn County,-18.814247704934786,-9.810843653450467,-15.363616729087653,-0.6129032258064516,-22.190476190476193,9.373992102877745,1.0,5.0,Big Horn County,MT,1.6483870969999999,220.0645161,220.0645161,2.138709677,220.0645161,2.487096774,57.09677419,3.216129032,34.81290323,749.2580644999997,5.625806452000001,749.2580644999997,7.2741935479999995,749.2580644999997,8.464516129,303.8709677,17.12258065,D,13.0,13.0,13.0,13.0,Non-metro,5.0,5.0,5.0,5.0,1.0,2021.0,1,Big Horn,Montana,7.0,0.0,1,2021
1600,1600,30005,1.555748891,Blaine,Montana,626.516129032258,23.161290322580644,1.0,2021.0,US,United States,Montana,Blaine County,-18.814247704934786,-9.810843653450467,-15.363616729087653,-21.67087799671004,-29.36363636363636,9.373992102877745,1.0,5.0,Blaine County,MT,8.496774194,567.2903226,567.2903226,10.59354839,567.0322581,12.03548387,214.19354840000003,20.24193548,79.62258065,1137.064516,17.01612903,1136.5483869999996,21.21290323,1134.935484,24.10322581,371.06451610000005,35.08387097,D,13.0,13.0,13.0,13.36,Non-metro,5.0,5.0,5.0,5.36,1.0,2021.0,1,Blaine,Montana,2.0,0.0,1,2021
1601,1601,30007,4.770485878,Broadwater,Montana,333.6129032258065,1.7096774193548387,1.0,2021.0,US,United States,Montana,Broadwater County,-18.814247704934786,-9.810843653450467,-15.363616729087653,-21.67087799671004,-14.047619047619053,9.373992102877745,1.0,5.0,Broadwater County,MT,0.10967741939999999,6.677419355,6.677419355,0.1193548387,6.677419355,0.1322580645,1.064516129,0.07419354839,9.458064516,24.0,0.3838709677,24.0,0.4387096774,24.0,0.4806451613,11.0,0.7322580645000001,A,1.0,1.0,1.0,1.0,Non-metro,5.0,5.0,5.0,5.0,1.0,2021.0,1,Broadwater,Montana,2.0,0.0,1,2021
1602,1602,30009,5.080076611,Carbon,Montana,735.258064516129,8.580645161290322,1.0,2021.0,US,United States,Montana,Carbon County,-18.814247704934786,-9.810843653450467,-15.363616729087653,-21.67087799671004,-15.952380952380947,9.373992102877745,1.0,5.0,Carbon County,MT,0.4806451613,51.09677419,51.09677419,0.5322580645,51.09677419,0.5677419355,10.64516129,0.3741935484,34.81290323,223.7741935,2.0838709680000003,223.7741935,2.3290322580000002,223.7741935,2.512903226,104.0,3.622580645,A,1.0,1.0,1.0,1.0,Metro,1.0,1.0,1.0,1.0,1.0,2021.0,1,Carbon,Montana,3.0,0.0,1,2021
1603,1603,30011,0.35321388719999997,Carter,Montana,138.29032258064515,4.741935483870968,1.0,2021.0,,,,,-18.814247704934786,-9.810843653450467,-15.363616729087653,-21.67087799671004,-21.89789534018986,9.373992102877745,1.0,5.0,Carter County,MT,0.3870967742,4.774193548,4.774193548,0.4516129032,4.774193548,0.4903225806,2.322580645,0.7096774194,12.60967742,16.4516129,1.316129032,16.4516129,1.567741935,16.35483871,1.670967742,10.29032258,3.148387097,A,1.0,1.0,1.0,1.0,Non-metro,5.0,5.0,5.0,5.0,1.0,2021.0,1,Carter,Montana,0.0,0.0,1,2021
1604,1604,30013,30.49413711,Cascade,Montana,7041.1612903225805,121.22580645161293,1.0,2021.0,US,United States,Montana,Cascade County,-6.67741935483871,-3.483870967741935,-20.28571428571428,-31.193548387096786,-19.032258064516128,6.096774193548387,1.0,5.0,Cascade County,MT,0.9612903226,775.483871,775.483871,1.122580645,773.4193548,1.2387096770000001,75.77419355,0.4870967742,70.00967742,3438.5806450000005,4.229032258,3437.16129,4.987096773999999,3431.483871,5.441935484,723.8709677,4.65483871,B,5.0,5.0,5.0,5.0,Metro,1.0,1.0,1.0,1.0,1.0,2021.0,1,Cascade,Montana,21.0,1.0,1,2021
1605,1605,30015,1.4517350340000001,Chouteau,Montana,413.70967741935476,4.870967741935483,1.0,2021.0,,,,,-18.814247704934786,-9.810843653450467,-15.363616729087653,-21.67087799671004,-21.89789534018986,9.373992102877745,1.0,5.0,Chouteau County,MT,0.19032258059999999,10.83870968,10.83870968,0.2193548387,10.83870968,0.2451612903,3.741935484,0.3096774194,12.60967742,55.51612903,0.9838709676999999,55.51612903,1.129032258,55.25806452,1.264516129,25.83870968,2.1709677419999998,B,5.0,5.0,5.0,5.0,Non-metro,5.0,5.0,5.0,5.0,1.0,2021.0,1,Chouteau,Montana,2.0,0.0,1,2021
1606,1606,30017,3.2074646839999996,Custer,Montana,1061.0967741935485,11.580645161290322,1.0,2021.0,US,United States,Montana,Custer County,-14.68181818181818,-9.810843653450467,-15.363616729087653,-21.67087799671004,-17.57692307692308,9.373992102877745,1.0,5.0,Custer County,MT,0.4129032258,46.77419355,46.77419355,0.47096774189999996,46.38709677,0.5129032258,8.258064516000001,0.3483870968,34.81290323,273.06451610000005,2.393548387,273.06451610000005,2.770967742,272.3548387,3.009677419,126.4516129,5.35483871,B,5.0,5.0,5.0,5.0,Non-metro,5.0,5.0,5.0,5.0,1.0,2021.0,1,Custer,Montana,5.0,0.0,1,2021
1607,1607,30019,1.234130727,Daniels,Montana,163.70967741935485,5.161290322580643,1.0,2021.0,,,,,-18.814247704934786,-9.810843653450467,-15.363616729087653,-21.67087799671004,-21.89789534018986,9.373992102877745,1.0,5.0,Daniels County,MT,0.1838709677,3.096774194,3.096774194,0.21290322579999998,3.096774194,0.2322580645,1.064516129,0.22258064519999998,9.458064516,19.35483871,1.141935484,19.35483871,1.3354838709999999,19.35483871,1.441935484,13.5483871,2.835483871,A,1.0,1.0,1.0,1.0,Non-metro,5.0,5.0,5.0,5.0,1.0,2021.0,1,Daniels,Montana,2.0,0.0,1,2021
1608,1608,30021,4.057988123,Dawson,Montana,982.0645161290324,26.935483870967737,1.0,2021.0,US,United States,Montana,Dawson County,-18.814247704934786,-9.810843653450467,-15.363616729087653,-21.67087799671004,-14.0,9.373992102877745,1.0,5.0,Dawson County,MT,0.5096774194,43.90322581,43.90322581,0.5870967742000001,43.90322581,0.6516129032,14.64516129,0.8322580645000001,28.448387100000005,198.7096774,2.312903226,198.7096774,2.677419355,198.7096774,2.932258065,105.16129029999999,5.983870968,A,1.0,1.0,1.0,1.0,Non-metro,5.0,5.0,5.0,5.0,1.0,2021.0,1,Dawson,Montana,4.0,0.0,1,2021
1609,1609,30023,12.40818432,Deer Lodge,Montana,907.3870967741935,9.129032258064516,1.0,2021.0,US,United States,Montana,Deer Lodge County,-18.814247704934786,-9.810843653450467,-15.363616729087653,-21.67087799671004,-13.33333333333333,9.373992102877745,1.0,5.0,Deer Lodge County,MT,0.5,45.90322581,45.90322581,0.5483870968,45.77419355,0.5741935484,6.258064516,0.2741935484,25.27741935,214.19354840000003,2.3387096769999998,214.19354840000003,2.55483871,213.9354839,2.7129032260000003,100.12903229999999,4.461290323,B,5.0,5.0,5.0,5.0,Non-metro,5.0,5.0,5.0,5.0,1.0,2021.0,1,Deer Lodge,Montana,4.0,0.0,1,2021
1610,1610,30025,1.9681978709999999,Fallon,Montana,270.51612903225805,2.0,1.0,2021.0,,,,,-18.814247704934786,-9.810843653450467,-15.363616729087653,-21.67087799671004,-21.89789534018986,9.373992102877745,1.0,5.0,Fallon County,MT,1.048387097,29.96774194,29.96774194,1.287096774,29.96774194,1.448387097,11.87096774,2.451612903,38.00322581,87.29032258,3.067741935,87.29032258,3.74516129,87.29032258,4.225806452,44.12903226,9.125806452,A,1.0,1.0,1.0,1.0,Non-metro,5.0,5.0,5.0,5.0,1.0,2021.0,1,Fallon,Montana,0.0,0.0,1,2021
1611,1611,30027,2.6330688280000003,Fergus,Montana,927.9354838709676,15.67741935483871,1.0,2021.0,US,United States,Montana,Fergus County,-18.814247704934786,-9.810843653450467,-15.363616729087653,-21.67087799671004,-8.714285714285714,9.373992102877745,1.0,5.0,Fergus County,MT,0.3903225806,43.25806452,43.25806452,0.4516129032,43.25806452,0.4935483871,8.903225806,0.3225806452,28.448387100000005,198.0,1.793548387,198.0,2.0645161290000003,198.0,2.2516129030000003,75.80645161,2.725806452,A,1.0,1.0,1.0,1.0,Non-metro,5.0,5.0,5.0,5.0,1.0,2021.0,1,Fergus,Montana,4.0,0.0,1,2021
1612,1612,30029,18.90161685,Flathead,Montana,9517.67741935484,60.483870967741936,1.0,2021.0,US,United States,Montana,Flathead County,-6.935483870967742,-4.741935483870968,-18.12903225806452,-10.51612903225806,-14.87096774193548,5.451612903225807,1.0,5.0,Flathead County,MT,0.7548387097,785.7741934999997,785.7741934999997,0.8838709677,785.7741934999997,0.9677419355,101.3225806,0.4806451613,76.41612903,2572.0967739999996,2.477419355,2571.709677,2.8806451610000003,2571.0,3.164516129,783.0,3.725806452,A,1.0,1.0,1.0,1.0,Non-metro,5.0,5.0,5.0,5.0,1.0,2021.0,1,Flathead,Montana,43.0,1.0,1,2021
1613,1613,30031,38.70573856,Gallatin,Montana,10565.67741935484,41.32258064516129,1.0,2021.0,US,United States,Montana,Gallatin County,-23.838709677419356,-17.48387096774194,16.16129032258064,-26.41935483870968,-19.193548387096783,8.387096774193548,1.0,5.0,Gallatin County,MT,0.9258064516,1060.5161289999999,1060.5161289999999,1.0709677420000001,1059.032258,1.141935484,69.41935484,0.46129032259999997,76.41612903,3164.774194,2.7612903230000003,3164.774194,3.1870967739999996,3161.741935,3.4419354839999996,408.1290323,2.706451613,A,1.0,1.0,1.0,1.0,Non-metro,5.0,5.0,5.0,5.0,1.0,2021.0,1,Gallatin,Montana,64.0,0.0,1,2021
1614,1614,30033,0.281048117,Garfield,Montana,73.45161290322581,2.0,1.0,2021.0,,,,,-18.814247704934786,-9.810843653450467,-15.363616729087653,-21.67087799671004,-21.89789534018986,9.373992102877745,1.0,5.0,Garfield County,MT,0.1806451613,2.322580645,2.322580645,0.2193548387,2.322580645,0.2451612903,1.4193548390000001,0.464516129,12.60967742,8.35483871,0.664516129,8.35483871,0.7838709677,8.35483871,0.8612903226,5.677419355,1.874193548,A,1.0,1.0,1.0,1.0,Non-metro,5.0,5.0,5.0,5.0,1.0,2021.0,1,Garfield,Montana,0.0,0.0,1,2021
1615,1615,30035,4.5551692180000005,Glacier,Montana,1386.161290322581,25.0,1.0,2021.0,US,United States,Montana,Glacier County,-18.814247704934786,-9.810843653450467,-15.363616729087653,-21.67087799671004,-33.857142857142854,9.373992102877745,1.0,5.0,Glacier County,MT,1.461290323,200.0322581,200.0322581,1.85483871,200.0322581,2.116129032,93.35483871,5.383870967999999,57.2,1445.258065,10.51290323,1444.967742,13.38387097,1444.935484,15.31290323,789.9677419,45.58387097,D,13.0,13.0,13.0,13.16666667,Non-metro,5.0,5.0,5.0,5.166666667,1.0,2021.0,1,Glacier,Montana,5.0,0.0,1,2021
1616,1616,30037,0.7036249875,Golden Valley,Montana,47.935483870967744,0.5806451612903226,1.0,2021.0,,,,,-18.814247704934786,-9.810843653450467,-15.363616729087653,-21.67087799671004,-21.89789534018986,9.373992102877745,1.0,5.0,Golden Valley County,MT,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,A,6.858280922431866,6.8682532936676575,6.858280922431866,6.858966139381133,Metro,3.3389261744966436,3.3316326530612246,3.3389261744966436,3.3418631270689074,1.0,2021.0,1,Golden Valley,Montana,0.0,0.0,1,2021
1617,1617,30039,1.875634981,Granite,Montana,177.5161290322581,2.0,1.0,2021.0,,,,,-18.814247704934786,-9.810843653450467,-15.363616729087653,-21.67087799671004,-21.89789534018986,9.373992102877745,1.0,5.0,Granite County,MT,0.24838709679999998,8.483870968,8.483870968,0.2741935484,8.483870968,0.2967741935,2.548387097,0.2419354839,12.60967742,27.70967742,0.8193548387,27.70967742,0.9,27.58064516,0.9516129031999999,18.19354839,1.7032258059999998,A,1.0,1.0,1.0,1.0,Non-metro,5.0,5.0,5.0,5.0,1.0,2021.0,1,Granite,Montana,1.0,0.0,1,2021
1618,1618,30041,5.716542685,Hill,Montana,1758.9032258064515,36.16129032258065,1.0,2021.0,US,United States,Montana,Hill County,-18.814247704934786,-9.810843653450467,-15.363616729087653,-21.67087799671004,-11.87096774193548,9.373992102877745,1.0,5.0,Hill County,MT,0.7290322581,121.0,121.0,0.9064516129000001,121.0,1.012903226,14.32258065,0.5677419355,38.00322581,616.3870968,3.741935484,616.3870968,4.648387097,614.483871,5.167741935,238.5806452,9.467741935,C,9.0,9.0,9.0,9.0,Non-metro,5.0,5.0,5.0,5.0,1.0,2021.0,1,Hill,Montana,6.0,0.0,1,2021
1619,1619,30043,7.030913681,Jefferson,Montana,873.9032258064516,5.806451612903228,1.0,2021.0,US,United States,Montana,Jefferson County,-18.814247704934786,-9.810843653450467,-15.363616729087653,-21.67087799671004,-28.857142857142854,9.373992102877745,1.0,5.0,Jefferson County,MT,0.7903225806,96.41935484,96.41935484,0.9,95.80645161,0.9870967742,10.38709677,0.3838709677,47.6,353.2258065,2.8903225810000004,353.2258065,3.3032258060000004,351.7419355,3.616129032,117.12903229999999,4.316129032,A,1.0,1.0,1.0,1.0,Non-metro,5.0,5.0,5.0,5.0,1.0,2021.0,1,Jefferson,Montana,6.0,0.0,1,2021
